timestamp,open,high,low,close,volume,daily_return,ma_7,ma_30,volatility_7
2019-09-23,9930.13,9930.13,9930.13,0.05822352643063343,0.0,,,,
2019-09-24,9637.93,9665.05,7996.45,0.04213868638610323,0.017392309436374813,-0.14203842245771192,,,
2019-09-25,8528.12,8724.77,8247.78,0.041176305566116914,0.0047631829259124165,-0.009905313233963264,,,
2019-09-26,8434.45,8453.2,7761.87,0.036946916127696156,0.0035995780795333846,-0.043966531045798174,,,
2019-09-27,8078.75,8259.96,7858.58,0.03825061769590134,0.004051926840747075,0.014175866554403838,,,
2019-09-28,8199.4,8320.51,8020.0,0.038585210103276604,0.0018256081142286704,0.0035873540268476223,,,
2019-09-29,8210.66,8220.38,7916.9,0.0367497415290759,0.005297905648644526,-0.019608750900028893,8483.344285714285,,662.2162278756875
2019-09-30,8058.25,8322.99,7744.23,0.03954633648683446,0.009627357639409856,0.030474256628458374,8249.375714285716,,178.5510487094353
2019-10-01,8281.4,8498.23,8180.16,0.03958374150033789,0.004285556800832777,0.0003955452917445701,8217.37,,137.35159251595076
2019-10-02,8305.0,8367.97,8154.37,0.04036046572891082,0.00273443810849207,0.008210346893484877,8207.15,,120.00071513676254
2019-10-03,8369.31,8386.65,8078.48,0.03874623412482191,0.003494258623799201,-0.016924246808246002,8229.69,,102.22211323062373
2019-10-04,8227.57,8232.85,8005.25,0.03785558426060895,0.0033849378585248404,-0.00949868587322844,8224.741428571428,,105.87349564906927
2019-10-05,8134.38,8179.58,8015.49,0.03767950700192202,0.0021844255236073066,-0.0018958533120336796,8213.395714285714,,112.03402159718792
2019-10-06,8128.65,8148.88,7801.0,0.03469417638151655,0.006482874821746335,-0.03220460962152383,8187.645714285715,,164.87406910095277
2019-10-07,7860.25,8289.0,7772.14,0.03840126410699293,0.006779009890274696,0.041321389574252576,8173.301428571428,,158.49074404399758
2019-10-08,8205.09,8322.42,8110.4,0.03827308351193848,0.003363155720583135,-0.0013720803619167166,8156.882857142858,,149.39844306577322
2019-10-09,8178.47,8662.01,8118.67,0.04272177124599065,0.00830013341582911,0.04768540589436099,8186.462857142857,,206.6930322736524
2019-10-10,8565.75,8640.58,8439.36,0.04259781011892286,0.0028177486856971108,-0.001268259672375871,8234.711428571429,,251.07696797520111
2019-10-11,8560.99,8772.46,8229.29,0.03924778061685885,0.012031923691232642,-0.034318037647504185,8252.151428571427,,247.95368730394034
2019-10-12,8255.24,8394.78,8251.15,0.03963186624332099,0.002792539481530115,0.004074438343271369,8276.608571428571,,242.1162511018628
2019-10-13,8294.16,8448.7,8166.51,0.03937094346619943,0.00472981149035617,-0.0027566763254759374,8335.194285714284,,163.20238283158145
2019-10-14,8273.46,8371.24,8213.4,0.04019237124749597,0.006012098101773717,0.008702459958173092,8357.631428571429,,150.52958529013605
2019-10-15,8349.91,8400.92,8118.69,0.03807670719104542,0.008569835929629064,-0.022220625224577795,8355.171428571428,,154.003583229808
2019-10-16,8162.08,8179.74,7922.44,0.03615935812996829,0.006488281871357605,-0.020595383341417972,8272.964285714286,,172.22674065092158
